Timestamp,Museum of Natural History Temp,Museum of Natural History Humidity,0011-BROWNING BLDG Power Meter 300033 Current C,"0011-BROWNING BLDG Power Meter 300033 Watts, 3-Ph total",0011-BROWNING BLDG Power Meter 300033 Current B,0011-BROWNING BLDG Power Meter 300033 Current A,"0011-BROWNING BLDG Power Meter 300033 W-hours, Received"
2017-04-02T02:55:00-06:00 Denver,42.709999084472656°F,71.81%,,,,,
2017-04-02T03:00:00-06:00 Denver,42.854000091552734°F,73.05%,,,,,
2017-04-02T03:05:00-06:00 Denver,43.448001861572266°F,70.86%,,,,,
2017-04-02T03:10:00-06:00 Denver,43.71799850463867°F,70.49%,,,,,
2017-04-02T03:15:00-06:00 Denver,44.167999267578125°F,69.11%,,,,,
2017-04-02T03:20:00-06:00 Denver,44.4379997253418°F,69.03%,,,,,
2017-04-02T03:25:00-06:00 Denver,44.38399887084961°F,69.43%,,,,,
2017-04-02T03:30:00-06:00 Denver,44.20399856567383°F,68.23%,,,,,
2017-04-02T03:35:00-06:00 Denver,44.29399871826172°F,67.96%,,,,,
2017-04-02T03:40:00-06:00 Denver,44.347999572753906°F,67.43%,,,,,
2017-04-02T03:45:00-06:00 Denver,44.09600067138672°F,67.78%,,,,,
2017-04-02T03:50:00-06:00 Denver,43.91600036621094°F,67.70%,,,,,
2017-04-02T03:55:00-06:00 Denver,44.13199996948242°F,66.96%,,,,,
2017-04-02T04:00:00-06:00 Denver,44.672000885009766°F,65.19%,,,,,
2017-04-02T04:05:00-06:00 Denver,44.959999084472656°F,65.05%,,,,,
2017-04-02T04:10:00-06:00 Denver,44.83399963378906°F,65.42%,,,,,
2017-04-02T04:15:00-06:00 Denver,44.5099983215332°F,65.65%,,,,,
2017-04-02T04:20:00-06:00 Denver,44.36600112915039°F,65.53%,,,,,
2017-04-02T04:25:00-06:00 Denver,43.80799865722656°F,67.37%,,,,,
2017-04-02T04:30:00-06:00 Denver,43.0880012512207°F,68.17%,,,,,
2017-04-02T04:35:00-06:00 Denver,43.0880012512207°F,68.62%,,,,,
2017-04-02T04:40:00-06:00 Denver,42.854000091552734°F,69.42%,,,,,
2017-04-02T04:45:00-06:00 Denver,43.10599899291992°F,69.26%,,,,,
2017-04-02T04:50:00-06:00 Denver,43.25°F,69.79%,,,,,
2017-04-02T04:55:00-06:00 Denver,42.83599853515625°F,70.76%,,,,,
2017-04-02T05:00:00-06:00 Denver,42.81800079345703°F,70.96%,,,,,
2017-04-02T05:05:00-06:00 Denver,42.854000091552734°F,70.91%,,,,,
2017-04-02T05:10:00-06:00 Denver,42.512001037597656°F,71.77%,,,,,
2017-04-02T05:15:00-06:00 Denver,42.47600173950195°F,70.89%,,,,,
2017-04-02T05:20:00-06:00 Denver,42.83599853515625°F,68.72%,,,,,
2017-04-02T05:25:00-06:00 Denver,43.19599914550781°F,68.36%,,,,,
2017-04-02T05:30:00-06:00 Denver,43.051998138427734°F,70.29%,,,,,
2017-04-02T05:35:00-06:00 Denver,43.034000396728516°F,68.50%,,,,,
2017-04-02T05:40:00-06:00 Denver,42.92599868774414°F,70.52%,,,,,
2017-04-02T05:45:00-06:00 Denver,42.74599838256836°F,69.29%,,,,,
2017-04-02T05:50:00-06:00 Denver,43.375999450683594°F,68.14%,,,,,
2017-04-02T05:55:00-06:00 Denver,42.90800094604492°F,70.17%,,,,,
2017-04-02T06:00:00-06:00 Denver,42.007999420166016°F,72.47%,,,,,
2017-04-02T06:05:00-06:00 Denver,41.95399856567383°F,72.89%,,,,,
2017-04-02T06:10:00-06:00 Denver,42.332000732421875°F,72.06%,,,,,
2017-04-02T06:15:00-06:00 Denver,42.40399932861328°F,71.79%,,,,,
2017-04-02T06:20:00-06:00 Denver,42.83599853515625°F,70.32%,,,,,
2017-04-02T06:25:00-06:00 Denver,42.96200180053711°F,70.16%,,,,,
2017-04-02T06:30:00-06:00 Denver,42.97999954223633°F,71.26%,,,,,
2017-04-02T06:35:00-06:00 Denver,42.87200164794922°F,71.87%,,,,,
2017-04-02T06:40:00-06:00 Denver,42.54800033569336°F,72.56%,,,,,
2017-04-02T06:45:00-06:00 Denver,43.01599884033203°F,70.48%,,,,,
2017-04-02T06:50:00-06:00 Denver,43.231998443603516°F,70.02%,,,,,
2017-04-02T06:55:00-06:00 Denver,43.448001861572266°F,69.81%,,,,,
2017-04-02T07:00:00-06:00 Denver,43.555999755859375°F,70.03%,,,,,
2017-04-02T07:05:00-06:00 Denver,43.39400100708008°F,71.24%,,,,,
2017-04-02T07:10:00-06:00 Denver,43.555999755859375°F,70.99%,,,,,
2017-04-02T07:15:00-06:00 Denver,44.150001525878906°F,68.77%,,,,,
2017-04-02T07:20:00-06:00 Denver,44.2400016784668°F,68.56%,,,,,
2017-04-02T07:25:00-06:00 Denver,44.09600067138672°F,66.88%,,,,,
2017-04-02T07:30:00-06:00 Denver,44.61800003051758°F,66.82%,,,,,
2017-04-02T07:35:00-06:00 Denver,44.65399932861328°F,66.64%,,,,,
2017-04-02T07:40:00-06:00 Denver,44.70800018310547°F,65.92%,,,,,
2017-04-02T07:45:00-06:00 Denver,44.83399963378906°F,66.96%,,,,,
2017-04-02T07:50:00-06:00 Denver,44.72600173950195°F,66.56%,,,,,
2017-04-02T07:55:00-06:00 Denver,44.74399948120117°F,66.65%,,,,,
2017-04-02T08:00:00-06:00 Denver,44.83399963378906°F,66.57%,,,,,
2017-04-02T08:05:00-06:00 Denver,44.816001892089844°F,67.20%,,,,,
2017-04-02T08:10:00-06:00 Denver,44.762001037597656°F,67.08%,,,,,
2017-04-02T08:15:00-06:00 Denver,44.94200134277344°F,65.18%,,,,,
2017-04-02T08:20:00-06:00 Denver,45.4640007019043°F,61.72%,,,,,
2017-04-02T08:25:00-06:00 Denver,45.6619987487793°F,62.67%,,,,,
2017-04-02T08:30:00-06:00 Denver,45.481998443603516°F,64.41%,,,,,
2017-04-02T08:35:00-06:00 Denver,45.518001556396484°F,67.24%,,,,,
2017-04-02T08:40:00-06:00 Denver,45.625999450683594°F,67.96%,,,,,
2017-04-02T08:45:00-06:00 Denver,46.09400177001953°F,63.96%,,,,,
2017-04-02T08:50:00-06:00 Denver,46.7239990234375°F,62.84%,,,,,
2017-04-02T08:55:00-06:00 Denver,46.849998474121094°F,64.61%,,,,,
2017-04-02T09:00:00-06:00 Denver,46.90399932861328°F,64.77%,,,,,
2017-04-02T09:05:00-06:00 Denver,46.81399917602539°F,66.07%,,,,,
2017-04-02T09:10:00-06:00 Denver,47.04800033569336°F,64.75%,,,,,
2017-04-02T09:15:00-06:00 Denver,47.066001892089844°F,64.90%,,,,,
2017-04-02T09:20:00-06:00 Denver,47.13800048828125°F,64.51%,,,,,
2017-04-02T09:25:00-06:00 Denver,47.10200119018555°F,64.28%,,,,,
2017-04-02T09:30:00-06:00 Denver,47.10200119018555°F,63.92%,,,,,
2017-04-02T09:35:00-06:00 Denver,47.209999084472656°F,64.04%,,,,,
2017-04-02T09:40:00-06:00 Denver,47.263999938964844°F,64.50%,,,,,
2017-04-02T09:45:00-06:00 Denver,47.22800064086914°F,63.87%,,,,,
2017-04-02T09:50:00-06:00 Denver,47.15599822998047°F,63.79%,,,,,
2017-04-02T09:55:00-06:00 Denver,47.04800033569336°F,68.52%,,,,,
2017-04-02T10:00:00-06:00 Denver,46.939998626708984°F,68.07%,,,,,
2017-04-02T10:05:00-06:00 Denver,47.119998931884766°F,62.95%,,,,,
2017-04-02T10:10:00-06:00 Denver,47.49800109863281°F,65.30%,,,,,
2017-04-02T10:15:00-06:00 Denver,47.209999084472656°F,68.99%,,,,,
2017-04-02T10:20:00-06:00 Denver,46.99399948120117°F,70.43%,,,,,
2017-04-02T10:25:00-06:00 Denver,47.012001037597656°F,70.75%,,,,,
2017-04-02T10:30:00-06:00 Denver,47.15599822998047°F,70.61%,,,,,
2017-04-02T10:35:00-06:00 Denver,47.31800079345703°F,66.01%,,,,,
2017-04-02T10:40:00-06:00 Denver,47.22800064086914°F,70.54%,,,,,
2017-04-02T10:45:00-06:00 Denver,46.16600036621094°F,71.38%,,,,,
2017-04-02T10:50:00-06:00 Denver,45.571998596191406°F,73.62%,,,,,
2017-04-02T10:55:00-06:00 Denver,45.3380012512207°F,75.06%,,,,,
2017-04-02T11:00:00-06:00 Denver,45.104000091552734°F,77.08%,,,,,
2017-04-02T11:05:00-06:00 Denver,45.24800109863281°F,77.47%,,,,,
2017-04-02T11:10:00-06:00 Denver,45.194000244140625°F,77.63%,,,,,
2017-04-02T11:15:00-06:00 Denver,45.12200164794922°F,76.94%,,,,,
2017-04-02T11:20:00-06:00 Denver,44.85200119018555°F,79.55%,,,,,
2017-04-02T11:25:00-06:00 Denver,44.4739990234375°F,78.02%,,,,,
2017-04-02T11:30:00-06:00 Denver,44.347999572753906°F,80.80%,,,,,
2017-04-02T11:35:00-06:00 Denver,44.09600067138672°F,82.30%,,,,,
2017-04-02T11:40:00-06:00 Denver,44.04199981689453°F,81.20%,,,,,
2017-04-02T11:45:00-06:00 Denver,43.95199966430664°F,83.90%,,,,,
2017-04-02T11:50:00-06:00 Denver,43.71799850463867°F,88.30%,,,,,
2017-04-02T11:55:00-06:00 Denver,43.375999450683594°F,90.80%,,,,,
2017-04-02T12:00:00-06:00 Denver,43.321998596191406°F,90.10%,,,,,
2017-04-02T12:05:00-06:00 Denver,43.231998443603516°F,91.10%,,,,,
2017-04-02T12:10:00-06:00 Denver,43.10599899291992°F,89.80%,,,,,
2017-04-02T12:15:00-06:00 Denver,43.124000549316406°F,88.20%,,,,,
2017-04-02T12:20:00-06:00 Denver,43.10599899291992°F,88%,,,,,
2017-04-02T12:25:00-06:00 Denver,43.2140007019043°F,88.90%,,,,,
2017-04-02T12:30:00-06:00 Denver,43.231998443603516°F,88.80%,,,,,
2017-04-02T12:35:00-06:00 Denver,42.944000244140625°F,89.90%,,,,,
2017-04-02T12:40:00-06:00 Denver,42.944000244140625°F,91%,,,,,
2017-04-02T12:45:00-06:00 Denver,42.88999938964844°F,91.20%,,,,,
2017-04-02T12:50:00-06:00 Denver,42.83599853515625°F,91.70%,,,,,
2017-04-02T12:55:00-06:00 Denver,42.78200149536133°F,91.50%,,,,,
2017-04-02T13:00:00-06:00 Denver,42.67399978637695°F,91.50%,,,,,
2017-04-02T13:05:00-06:00 Denver,42.54800033569336°F,91.80%,,,,,
2017-04-02T13:10:00-06:00 Denver,42.152000427246094°F,92.60%,,,,,
2017-04-02T13:15:00-06:00 Denver,41.86399841308594°F,93.20%,,,,,
2017-04-02T13:20:00-06:00 Denver,41.86399841308594°F,94.10%,,,,,
2017-04-02T13:25:00-06:00 Denver,41.86399841308594°F,94.30%,,,,,
2017-04-02T13:30:00-06:00 Denver,41.75600051879883°F,94.60%,,,,,
2017-04-02T13:35:00-06:00 Denver,41.84600067138672°F,95.20%,,,,,
2017-04-02T13:40:00-06:00 Denver,41.77399826049805°F,95.70%,,,,,
2017-04-02T13:45:00-06:00 Denver,41.66600036621094°F,96.30%,,,,,
2017-04-02T13:50:00-06:00 Denver,41.61199951171875°F,96.90%,,,,,
2017-04-02T13:55:00-06:00 Denver,41.64799880981445°F,97.10%,,,,,
2017-04-02T14:00:00-06:00 Denver,41.52199935913086°F,97.10%,,,,,
2017-04-02T14:05:00-06:00 Denver,41.57600021362305°F,97.30%,,,,,
2017-04-02T14:10:00-06:00 Denver,41.630001068115234°F,97.40%,,,,,
2017-04-02T14:15:00-06:00 Denver,41.64799880981445°F,97.20%,,,,,
2017-04-02T14:20:00-06:00 Denver,40.891998291015625°F,94.40%,,,,,
2017-04-02T14:25:00-06:00 Denver,40.9640007019043°F,90.70%,,,,,
2017-04-02T14:30:00-06:00 Denver,41.198001861572266°F,90.60%,,,,,
2017-04-02T14:35:00-06:00 Denver,41.52199935913086°F,91.40%,,,,,
2017-04-02T14:40:00-06:00 Denver,41.59400177001953°F,91.50%,,,,,
2017-04-02T14:45:00-06:00 Denver,42.0260009765625°F,91.20%,,,,,
2017-04-02T14:50:00-06:00 Denver,41.9900016784668°F,89.90%,,,,,
2017-04-02T14:55:00-06:00 Denver,42.47600173950195°F,91%,,,,,
2017-04-02T15:00:00-06:00 Denver,42.67399978637695°F,92%,,,,,
2017-04-02T15:05:00-06:00 Denver,42.619998931884766°F,92.20%,,,,,
2017-04-02T15:10:00-06:00 Denver,42.60200119018555°F,91.60%,,,,,
2017-04-02T15:15:00-06:00 Denver,42.13399887084961°F,91.30%,,,,,
2017-04-02T15:20:00-06:00 Denver,42.529998779296875°F,91.30%,,,,,
2017-04-02T15:25:00-06:00 Denver,42.60200119018555°F,91.50%,,,,,
2017-04-02T15:30:00-06:00 Denver,42.65599822998047°F,91.50%,,,,,
2017-04-02T15:35:00-06:00 Denver,42.72800064086914°F,91.80%,,,,,
2017-04-02T15:40:00-06:00 Denver,42.72800064086914°F,92.30%,,,,,
2017-04-02T15:45:00-06:00 Denver,42.566001892089844°F,92.20%,,,,,
2017-04-02T15:50:00-06:00 Denver,42.512001037597656°F,92.70%,,,,,
2017-04-02T15:55:00-06:00 Denver,42.67399978637695°F,92.80%,,,,,
2017-04-02T16:00:00-06:00 Denver,43.124000549316406°F,92.60%,,,,,
2017-04-02T16:05:00-06:00 Denver,43.53799819946289°F,91.20%,,,,,
2017-04-02T16:10:00-06:00 Denver,43.231998443603516°F,89.20%,,,,,
2017-04-02T16:15:00-06:00 Denver,43.448001861572266°F,88.10%,,,,,
2017-04-02T16:20:00-06:00 Denver,43.57400131225586°F,87.10%,,,,,
2017-04-02T16:25:00-06:00 Denver,43.645999908447266°F,88.40%,,,,,
2017-04-02T16:30:00-06:00 Denver,43.53799819946289°F,87.40%,,,,,
2017-04-02T16:35:00-06:00 Denver,43.645999908447266°F,87%,,,,,
2017-04-02T16:40:00-06:00 Denver,44.04199981689453°F,85.70%,,,,,
2017-04-02T16:45:00-06:00 Denver,45.284000396728516°F,84.40%,,,,,
2017-04-02T16:50:00-06:00 Denver,46.61600112915039°F,80.90%,,,,,
2017-04-02T16:55:00-06:00 Denver,45.895999908447266°F,81.20%,,,,,
2017-04-02T17:00:00-06:00 Denver,46.07600021362305°F,82.20%,,,,,
2017-04-02T17:05:00-06:00 Denver,46.14799880981445°F,80.80%,,,,,
2017-04-02T17:10:00-06:00 Denver,46.36399841308594°F,82.10%,,,,,
2017-04-02T17:15:00-06:00 Denver,45.986000061035156°F,80.80%,,,,,
2017-04-02T17:20:00-06:00 Denver,46.95800018310547°F,77.87%,,,,,
2017-04-02T17:25:00-06:00 Denver,48.290000915527344°F,72.41%,,,,,
2017-04-02T17:30:00-06:00 Denver,49.29800033569336°F,71.95%,,,,,
2017-04-02T17:35:00-06:00 Denver,49.62200164794922°F,69.24%,,,,,
2017-04-02T17:40:00-06:00 Denver,49.94599914550781°F,67.25%,,,,,
2017-04-02T17:45:00-06:00 Denver,49.67599868774414°F,65.82%,,,,,
2017-04-02T17:50:00-06:00 Denver,49.801998138427734°F,64.42%,,,,,
2017-04-02T17:55:00-06:00 Denver,50.77399826049805°F,62.86%,,,,,
2017-04-02T18:00:00-06:00 Denver,51.097999572753906°F,61.45%,,,,,
2017-04-02T18:05:00-06:00 Denver,50.683998107910156°F,60.51%,,,,,
2017-04-02T18:10:00-06:00 Denver,50.683998107910156°F,62.95%,,,,,
2017-04-02T18:15:00-06:00 Denver,51.0620002746582°F,60.87%,,,,,
2017-04-02T18:20:00-06:00 Denver,50.28799819946289°F,61.04%,,,,,
2017-04-02T18:25:00-06:00 Denver,50.34199905395508°F,60.07%,,,,,
2017-04-02T18:30:00-06:00 Denver,50.737998962402344°F,61.79%,,,,,
2017-04-02T18:35:00-06:00 Denver,50.05400085449219°F,60.93%,,,,,
2017-04-02T18:40:00-06:00 Denver,50.071998596191406°F,61.27%,,,,,
2017-04-02T18:45:00-06:00 Denver,49.29800033569336°F,61.68%,,,,,
2017-04-02T18:50:00-06:00 Denver,48.847999572753906°F,61.77%,,,,,
2017-04-02T18:55:00-06:00 Denver,48.16400146484375°F,63.15%,,,,,
2017-04-02T19:00:00-06:00 Denver,48.39799880981445°F,62.53%,,,,,
2017-04-02T19:05:00-06:00 Denver,48.88399887084961°F,61.72%,,,,,
2017-04-02T19:10:00-06:00 Denver,48.487998962402344°F,62.71%,,,,,
2017-04-02T19:15:00-06:00 Denver,47.37200164794922°F,64.78%,,,,,
2017-04-02T19:20:00-06:00 Denver,46.6879997253418°F,66.12%,,,,,
2017-04-02T19:25:00-06:00 Denver,46.45399856567383°F,67.91%,,,,,
2017-04-02T19:30:00-06:00 Denver,47.534000396728516°F,65.01%,,,,,
2017-04-02T19:35:00-06:00 Denver,48.9739990234375°F,61.85%,,,,,
2017-04-02T19:40:00-06:00 Denver,49.74800109863281°F,58.56%,,,,,
2017-04-02T19:45:00-06:00 Denver,49.604000091552734°F,60.26%,,,,,
2017-04-02T19:50:00-06:00 Denver,48.487998962402344°F,62.98%,,,,,
2017-04-02T19:55:00-06:00 Denver,47.17399978637695°F,67.77%,,,,,
2017-04-02T20:00:00-06:00 Denver,45.73400115966797°F,69.06%,,,,,
2017-04-02T20:05:00-06:00 Denver,44.672000885009766°F,68.84%,,,,,
2017-04-02T20:10:00-06:00 Denver,43.987998962402344°F,69.96%,,,,,
2017-04-02T20:15:00-06:00 Denver,43.321998596191406°F,69.91%,,,,,
2017-04-02T20:20:00-06:00 Denver,43.268001556396484°F,69.04%,,,,,
2017-04-02T20:25:00-06:00 Denver,43.2859992980957°F,69.50%,,,,,
2017-04-02T20:30:00-06:00 Denver,42.99800109863281°F,69.91%,,,,,
2017-04-02T20:35:00-06:00 Denver,42.944000244140625°F,69.16%,,,,,
2017-04-02T20:40:00-06:00 Denver,43.051998138427734°F,70.60%,,,,,
2017-04-02T20:45:00-06:00 Denver,43.034000396728516°F,68.54%,,,,,
2017-04-02T20:50:00-06:00 Denver,42.242000579833984°F,79.46%,,,,,
2017-04-02T20:55:00-06:00 Denver,41.108001708984375°F,79.27%,,,,,
2017-04-02T21:00:00-06:00 Denver,41.827999114990234°F,69.70%,,,,,
2017-04-02T21:05:00-06:00 Denver,42.63800048828125°F,74.80%,,,,,
2017-04-02T21:10:00-06:00 Denver,41.55799865722656°F,78.01%,,,,,
2017-04-02T21:15:00-06:00 Denver,41.827999114990234°F,75.82%,,,,,
2017-04-02T21:20:00-06:00 Denver,41.66600036621094°F,76.11%,,,,,
2017-04-02T21:25:00-06:00 Denver,41.0359992980957°F,79.01%,,,,,
2017-04-02T21:30:00-06:00 Denver,41.018001556396484°F,75.38%,,,,,
2017-04-02T21:35:00-06:00 Denver,40.76599884033203°F,81.10%,,,,,
2017-04-02T21:40:00-06:00 Denver,40.35200119018555°F,79.36%,,,,,
2017-04-02T21:45:00-06:00 Denver,40.71200180053711°F,74.46%,,,,,
2017-04-02T21:50:00-06:00 Denver,41.79199981689453°F,71.14%,,,,,
2017-04-02T21:55:00-06:00 Denver,41.43199920654297°F,73.52%,,,,,
2017-04-02T22:00:00-06:00 Denver,40.29800033569336°F,80%,,,,,
2017-04-02T22:05:00-06:00 Denver,39.59600067138672°F,78.32%,,,,,
2017-04-02T22:10:00-06:00 Denver,40.04600143432617°F,78.18%,,,,,
2017-04-02T22:15:00-06:00 Denver,39.83000183105469°F,75.54%,,,,,
2017-04-02T22:20:00-06:00 Denver,40.44200134277344°F,75.03%,,,,,
2017-04-02T22:25:00-06:00 Denver,40.58599853515625°F,73.87%,,,,,
2017-04-02T22:30:00-06:00 Denver,40.262001037597656°F,75.34%,,,,,
2017-04-02T22:35:00-06:00 Denver,40.262001037597656°F,75.62%,,,,,
2017-04-02T22:40:00-06:00 Denver,39.9739990234375°F,76.50%,,,,,
2017-04-02T22:45:00-06:00 Denver,39.86600112915039°F,77.02%,,,,,
2017-04-02T22:50:00-06:00 Denver,40.49599838256836°F,76.11%,,,,,
2017-04-02T22:55:00-06:00 Denver,40.06399917602539°F,79.36%,,,,,
2017-04-02T23:00:00-06:00 Denver,40.44200134277344°F,79.02%,,,,,
2017-04-02T23:05:00-06:00 Denver,40.38800048828125°F,79.34%,,,,,
2017-04-02T23:10:00-06:00 Denver,40.369998931884766°F,78.80%,,,,,
2017-04-02T23:15:00-06:00 Denver,41.0359992980957°F,76.64%,,,,,
2017-04-02T23:20:00-06:00 Denver,40.928001403808594°F,76.53%,,,,,
2017-04-02T23:25:00-06:00 Denver,39.757999420166016°F,78.83%,,,,,
2017-04-02T23:30:00-06:00 Denver,40.65800094604492°F,75.32%,,,,,
2017-04-02T23:35:00-06:00 Denver,41.215999603271484°F,75.34%,,,,,
2017-04-02T23:40:00-06:00 Denver,41.95399856567383°F,72.85%,,,,,
2017-04-02T23:45:00-06:00 Denver,42.242000579833984°F,71.77%,,,,,
2017-04-02T23:50:00-06:00 Denver,42.332000732421875°F,71.64%,,,,,
2017-04-02T23:55:00-06:00 Denver,42.72800064086914°F,70.54%,,,,,
2017-04-03T00:00:00-06:00 Denver,42.709999084472656°F,70.40%,,,,,
2017-04-03T00:05:00-06:00 Denver,42.96200180053711°F,70.27%,,,,,
2017-04-03T00:10:00-06:00 Denver,42.99800109863281°F,70.64%,,,,,
2017-04-03T00:15:00-06:00 Denver,42.60200119018555°F,71.69%,,,,,
2017-04-03T00:20:00-06:00 Denver,42.1879997253418°F,72.95%,,,,,
2017-04-03T00:25:00-06:00 Denver,42.1879997253418°F,72.63%,,,,,
2017-04-03T00:30:00-06:00 Denver,42.152000427246094°F,73.33%,,,,,
2017-04-03T00:35:00-06:00 Denver,41.55799865722656°F,75.43%,,,,,
2017-04-03T00:40:00-06:00 Denver,41.108001708984375°F,73.59%,,,,,
2017-04-03T00:45:00-06:00 Denver,41.917999267578125°F,72.23%,,,,,
2017-04-03T00:50:00-06:00 Denver,41.305999755859375°F,74.63%,,,,,
2017-04-03T00:55:00-06:00 Denver,40.928001403808594°F,75.74%,,,,,
2017-04-03T01:00:00-06:00 Denver,40.891998291015625°F,74.61%,,,,,
2017-04-03T01:05:00-06:00 Denver,40.35200119018555°F,76.94%,,,,,
2017-04-03T01:10:00-06:00 Denver,39.992000579833984°F,77.20%,,,,,
2017-04-03T01:15:00-06:00 Denver,40.694000244140625°F,76.37%,,,,,
2017-04-03T01:20:00-06:00 Denver,40.44200134277344°F,75.46%,,,,,
2017-04-03T01:25:00-06:00 Denver,40.33399963378906°F,75.02%,,,,,
2017-04-03T01:30:00-06:00 Denver,39.560001373291016°F,77.85%,,,,,
2017-04-03T01:35:00-06:00 Denver,39.30799865722656°F,78.55%,,,,,
2017-04-03T01:40:00-06:00 Denver,39.59600067138672°F,77.71%,,,,,
2017-04-03T01:45:00-06:00 Denver,40.02799987792969°F,76.13%,,,,,
2017-04-03T01:50:00-06:00 Denver,40.53200149536133°F,75.20%,,,,,
2017-04-03T01:55:00-06:00 Denver,40.58599853515625°F,75.09%,,,,,
2017-04-03T02:00:00-06:00 Denver,39.9739990234375°F,75.96%,,,,,
2017-04-03T02:05:00-06:00 Denver,39.68600082397461°F,76.58%,,,,,
2017-04-03T02:10:00-06:00 Denver,39.9739990234375°F,75.61%,,,,,
2017-04-03T02:15:00-06:00 Denver,40.29800033569336°F,74.93%,,,,,
2017-04-03T02:20:00-06:00 Denver,39.91999816894531°F,75.98%,,,,,
2017-04-03T02:25:00-06:00 Denver,39.70399856567383°F,76.48%,,,,,
2017-04-03T02:30:00-06:00 Denver,39.52399826049805°F,76.92%,,,,,
2017-04-03T02:35:00-06:00 Denver,39.00199890136719°F,78.42%,,,,,
2017-04-03T02:40:00-06:00 Denver,38.42599868774414°F,80.10%,,,,,
2017-04-03T02:45:00-06:00 Denver,38.40800094604492°F,79.50%,,,,,
2017-04-03T02:50:00-06:00 Denver,38.10200119018555°F,80.20%,,,,,
2017-04-03T02:55:00-06:00 Denver,38.37200164794922°F,79.34%,,,,,
2017-04-03T03:00:00-06:00 Denver,37.742000579833984°F,82.40%,,,,,
2017-04-03T03:05:00-06:00 Denver,37.5620002746582°F,82.60%,,,,,
2017-04-03T03:10:00-06:00 Denver,38.08399963378906°F,80.70%,,,,,
2017-04-03T03:15:00-06:00 Denver,38.04800033569336°F,80.80%,,,,,
2017-04-03T03:20:00-06:00 Denver,37.70600128173828°F,82.30%,,,,,
2017-04-03T03:25:00-06:00 Denver,37.400001525878906°F,83.10%,,,,,
2017-04-03T03:30:00-06:00 Denver,37.36399841308594°F,81.40%,,,,,
2017-04-03T03:35:00-06:00 Denver,37.183998107910156°F,81.70%,,,,,
2017-04-03T03:40:00-06:00 Denver,36.78799819946289°F,82.90%,,,,,
2017-04-03T03:45:00-06:00 Denver,36.04999923706055°F,84.80%,,,,,
2017-04-03T03:50:00-06:00 Denver,36.04999923706055°F,84.10%,,,,,
2017-04-03T03:55:00-06:00 Denver,35.72600173950195°F,85.10%,,,,,
2017-04-03T04:00:00-06:00 Denver,36.013999938964844°F,84%,,,,,
2017-04-03T04:05:00-06:00 Denver,35.85200119018555°F,84.70%,,,,,
2017-04-03T04:10:00-06:00 Denver,36.64400100708008°F,82.90%,,,,,
2017-04-03T04:15:00-06:00 Denver,36.87799835205078°F,83.70%,,,,,
2017-04-03T04:20:00-06:00 Denver,36.5359992980957°F,83.60%,,,,,
2017-04-03T04:25:00-06:00 Denver,36.21200180053711°F,84.50%,,,,,
2017-04-03T04:30:00-06:00 Denver,35.74399948120117°F,83.30%,,,,,
2017-04-03T04:35:00-06:00 Denver,35.4379997253418°F,83.10%,,,,,
2017-04-03T04:40:00-06:00 Denver,35.3120002746582°F,84.70%,,,,,
2017-04-03T04:45:00-06:00 Denver,35.18600082397461°F,84.70%,,,,,
2017-04-03T04:50:00-06:00 Denver,35.04199981689453°F,85.10%,,,,,
2017-04-03T04:55:00-06:00 Denver,34.91600036621094°F,80.70%,,,,,
2017-04-03T05:00:00-06:00 Denver,35.00600051879883°F,59.42%,,,,,
2017-04-03T05:05:00-06:00 Denver,36.31999969482422°F,63.88%,,,,,
2017-04-03T05:10:00-06:00 Denver,35.762001037597656°F,65.16%,,,,,
2017-04-03T05:15:00-06:00 Denver,35.2760009765625°F,53.16%,,,,,
2017-04-03T05:20:00-06:00 Denver,36.31999969482422°F,51.62%,,,,,
2017-04-03T05:25:00-06:00 Denver,36.04999923706055°F,48.38%,,,,,
2017-04-03T05:30:00-06:00 Denver,36.301998138427734°F,49.99%,,,,,
2017-04-03T05:35:00-06:00 Denver,35.672000885009766°F,52.64%,,,,,
2017-04-03T05:40:00-06:00 Denver,35.077999114990234°F,58%,,,,,
2017-04-03T05:45:00-06:00 Denver,34.645999908447266°F,60.26%,,,,,
2017-04-03T05:50:00-06:00 Denver,35.4739990234375°F,57.24%,,,,,
2017-04-03T05:55:00-06:00 Denver,35.3120002746582°F,58.52%,,,,,
2017-04-03T06:00:00-06:00 Denver,34.970001220703125°F,53.01%,,,,,
2017-04-03T06:05:00-06:00 Denver,34.80799865722656°F,48.39%,,,,,
2017-04-03T06:10:00-06:00 Denver,34.62799835205078°F,45%,,,,,
2017-04-03T06:15:00-06:00 Denver,34.987998962402344°F,42.27%,,,,,
2017-04-03T06:20:00-06:00 Denver,35.90599822998047°F,37.28%,,,,,
2017-04-03T06:25:00-06:00 Denver,36.625999450683594°F,41.38%,,,,,
2017-04-03T06:30:00-06:00 Denver,36.4640007019043°F,39.08%,,,,,
2017-04-03T06:35:00-06:00 Denver,36.571998596191406°F,40.63%,,,,,
2017-04-03T06:40:00-06:00 Denver,35.92399978637695°F,36.48%,,,,,
2017-04-03T06:45:00-06:00 Denver,36.91400146484375°F,34.91%,,,,,
2017-04-03T06:50:00-06:00 Denver,36.625999450683594°F,38.67%,,,,,
2017-04-03T06:55:00-06:00 Denver,36.78799819946289°F,42.20%,,,,,
