Timestamp,"Layton, UT Sunrise/Sunset","Layton, UT Humidity","Layton, UT Cond","Layton, UT Temp",Museum of Natural History Temp,Museum of Natural History Humidity,"Salt Lake City, UT Temp","Salt Lake City, UT Cond","Salt Lake City, UT Sunrise/Sunset","Salt Lake City, UT Humidity"
2017-12-01T06:00:00-07:00 Denver,"",84%,3,34°F,"","",35°F,3_unknown,"",71%
2017-12-01T07:00:00-07:00 Denver,"",84%,3,34°F,"","",35°F,3_unknown,"",71%
2017-12-01T07:33:00-07:00 Denver,"","","","","","","","",true,""
2017-12-01T07:34:00-07:00 Denver,true,"","","","","","","","",""
2017-12-01T08:00:00-07:00 Denver,"",84%,2,34°F,"","",35°F,3_unknown,"",72%
2017-12-01T09:00:00-07:00 Denver,"",84%,2,34°F,"","",35°F,3_unknown,"",72%
2017-12-01T10:00:00-07:00 Denver,"",78%,2,37°F,"","",37°F,3_unknown,"",68%
2017-12-01T11:00:00-07:00 Denver,"",73%,1,40°F,"","",40°F,2_unknown,"",64%
2017-12-01T12:00:00-07:00 Denver,"",67%,1,42°F,"","",42°F,2_unknown,"",59%
2017-12-01T13:00:00-07:00 Denver,"",65%,1,43°F,"","",43°F,2_unknown,"",59%
2017-12-01T14:00:00-07:00 Denver,"",62%,1,44°F,"","",44°F,2_unknown,"",58%
2017-12-01T15:00:00-07:00 Denver,"",60%,1,44°F,"","",46°F,2_unknown,"",58%
2017-12-01T16:00:00-07:00 Denver,"",64%,1,43°F,"","",44°F,2_unknown,"",64%
2017-12-01T17:00:00-07:00 Denver,false,67%,2,42°F,"","",42°F,2_unknown,"",70%
2017-12-01T17:01:00-07:00 Denver,"","","","","","","","",false,""
2017-12-01T18:00:00-07:00 Denver,"",71%,2,40°F,"","",41°F,2_unknown,"",76%
2017-12-01T19:00:00-07:00 Denver,"",73%,2,39°F,"","",40°F,2_unknown,"",77%
2017-12-01T20:00:00-07:00 Denver,"",75%,1,37°F,"","",39°F,1_unknown,"",78%
2017-12-01T21:00:00-07:00 Denver,"",77%,1,36°F,"","",39°F,1_unknown,"",79%
2017-12-01T22:00:00-07:00 Denver,"",80%,1,34°F,"","",37°F,1_unknown,"",79%
2017-12-01T23:00:00-07:00 Denver,"",83%,1,33°F,"","",36°F,1_unknown,"",80%
2017-12-02T00:00:00-07:00 Denver,"",85%,1,32°F,"","",34°F,1_unknown,"",80%
2017-12-02T01:00:00-07:00 Denver,"",85%,1,31°F,"","",33°F,1_unknown,"",79%
2017-12-02T02:00:00-07:00 Denver,"",85%,1,31°F,"","",33°F,1_unknown,"",78%
2017-12-02T03:00:00-07:00 Denver,"",85%,1,30°F,"","",32°F,1_unknown,"",77%
2017-12-02T04:00:00-07:00 Denver,"",84%,1,30°F,"","",32°F,1_unknown,"",77%
2017-12-02T05:00:00-07:00 Denver,"",83%,1,30°F,"","",32°F,2_unknown,"",77%
2017-12-02T06:00:00-07:00 Denver,"",81%,1,30°F,"","",32°F,2_unknown,"",77%
2017-12-02T07:00:00-07:00 Denver,"",82%,1,30°F,"","",31°F,2_unknown,"",78%
2017-12-02T07:34:00-07:00 Denver,"","","","","","","","",true,""
2017-12-02T07:35:00-07:00 Denver,true,"","","","","","","","",""
2017-12-02T08:00:00-07:00 Denver,"",83%,2,29°F,"","",30°F,2_unknown,"",80%
2017-12-02T09:00:00-07:00 Denver,"",84%,2,29°F,"","",30°F,2_unknown,"",82%
2017-12-02T10:00:00-07:00 Denver,"",73%,2,34°F,"","",34°F,2_unknown,"",71%
2017-12-02T11:00:00-07:00 Denver,"",61%,3,39°F,"","",39°F,2_unknown,"",59%
2017-12-02T12:00:00-07:00 Denver,"",50%,3,44°F,"","",44°F,2_unknown,"",48%
2017-12-02T13:00:00-07:00 Denver,"",48%,3,45°F,"","",46°F,2_unknown,"",44%
2017-12-02T14:00:00-07:00 Denver,"",46%,3,46°F,"","",49°F,3_unknown,"",39%
2017-12-02T15:00:00-07:00 Denver,"",45%,3,47°F,"","",52°F,3_unknown,"",35%
2017-12-02T16:00:00-07:00 Denver,"",48%,3,46°F,"","",50°F,3_unknown,"",41%
2017-12-02T17:00:00-07:00 Denver,false,51%,3,45°F,"","",48°F,3_unknown,false,47%
2017-12-02T18:00:00-07:00 Denver,"",55%,3,44°F,"","",46°F,3_unknown,"",53%
2017-12-02T19:00:00-07:00 Denver,"",57%,3,43°F,"","",45°F,3_unknown,"",55%
2017-12-02T20:00:00-07:00 Denver,"",60%,3,42°F,"","",44°F,3_unknown,"",56%
2017-12-02T21:00:00-07:00 Denver,"",62%,3,42°F,"","",44°F,3_unknown,"",58%
2017-12-02T22:00:00-07:00 Denver,"",60%,3,42°F,"","",44°F,3_unknown,"",54%
2017-12-02T23:00:00-07:00 Denver,"",57%,3,42°F,"","",44°F,3_unknown,"",51%
2017-12-03T00:00:00-07:00 Denver,"",55%,3,42°F,"","",44°F,3_unknown,"",48%
2017-12-03T01:00:00-07:00 Denver,"",55%,3,42°F,"","",44°F,3_unknown,"",49%
2017-12-03T02:00:00-07:00 Denver,"",55%,3,42°F,"","",43°F,3_unknown,"",50%
2017-12-03T03:00:00-07:00 Denver,"",56%,3,41°F,"","",43°F,3_unknown,"",51%
2017-12-03T04:00:00-07:00 Denver,"",57%,3,41°F,"","",43°F,3_unknown,"",52%
2017-12-03T05:00:00-07:00 Denver,"",59%,3,41°F,"","",43°F,3_unknown,"",53%
2017-12-03T06:00:00-07:00 Denver,"",61%,3,41°F,"","",42°F,3_unknown,"",55%
2017-12-03T07:00:00-07:00 Denver,"",61%,3,41°F,"","",42°F,3_unknown,"",55%
2017-12-03T07:35:00-07:00 Denver,"","","","","","","","",true,""
2017-12-03T07:36:00-07:00 Denver,true,"","","","","","","","",""
2017-12-03T08:00:00-07:00 Denver,"",61%,3,40°F,"","",42°F,3_unknown,"",55%
2017-12-03T09:00:00-07:00 Denver,"",62%,3,40°F,"","",42°F,3_unknown,"",55%
2017-12-03T10:00:00-07:00 Denver,"",59%,3,41°F,"","",43°F,3_unknown,"",52%
2017-12-03T11:00:00-07:00 Denver,"",57%,3,42°F,"","",45°F,2_unknown,"",49%
2017-12-03T12:00:00-07:00 Denver,"",55%,3,43°F,"","",47°F,2_unknown,"",46%
2017-12-03T13:00:00-07:00 Denver,"",58%,3,42°F,"","",46°F,2_unknown,"",49%
2017-12-03T14:00:00-07:00 Denver,"",62%,3,41°F,"","",45°F,3_unknown,"",53%
2017-12-03T15:00:00-07:00 Denver,"",66%,3,40°F,"","",44°F,3_unknown,"",57%
2017-12-03T16:00:00-07:00 Denver,"",70%,3,38°F,"","",41°F,3_unknown,"",60%
2017-12-03T17:00:00-07:00 Denver,false,74%,3,35°F,"","",38°F,3_unknown,false,63%
2017-12-03T18:00:00-07:00 Denver,"",78%,3,33°F,"","",35°F,3_unknown,"",67%
2017-12-03T19:00:00-07:00 Denver,"",76%,3,32°F,"","",33°F,3_unknown,"",68%
2017-12-03T20:00:00-07:00 Denver,"",75%,9,31°F,"","",32°F,9_unknown,"",70%
2017-12-03T21:00:00-07:00 Denver,"",73%,9,30°F,"","",30°F,9_unknown,"",72%
2017-12-03T22:00:00-07:00 Denver,"",74%,9,29°F,"","",30°F,9_unknown,"",72%
2017-12-03T23:00:00-07:00 Denver,"",74%,3,29°F,"","",29°F,3_unknown,"",72%
2017-12-04T00:00:00-07:00 Denver,"",75%,3,28°F,"","",28°F,3_unknown,"",73%
2017-12-04T01:00:00-07:00 Denver,"",79%,3,28°F,"","",28°F,3_unknown,"",75%
2017-12-04T02:00:00-07:00 Denver,"",83%,3,28°F,"","",27°F,3_unknown,"",78%
2017-12-04T03:00:00-07:00 Denver,"",87%,3,27°F,"","",27°F,3_unknown,"",81%
2017-12-04T04:00:00-07:00 Denver,"",88%,3,26°F,"","",27°F,3_unknown,"",84%
2017-12-04T05:00:00-07:00 Denver,"",90%,9,26°F,"","",27°F,9_unknown,"",86%
2017-12-04T06:00:00-07:00 Denver,"",91%,9,25°F,"","",27°F,9_unknown,"",89%
2017-12-04T07:00:00-07:00 Denver,"",89%,9,24°F,"","",26°F,9_unknown,"",88%
2017-12-04T07:36:00-07:00 Denver,"","","","","","","","",true,""
2017-12-04T07:37:00-07:00 Denver,true,"","","","","","","","",""
2017-12-04T08:00:00-07:00 Denver,"",87%,2,23°F,"","",26°F,3_unknown,"",87%
2017-12-04T09:00:00-07:00 Denver,"",84%,2,23°F,"","",26°F,3_unknown,"",86%
2017-12-04T10:00:00-07:00 Denver,"",79%,2,24°F,"","",26°F,3_unknown,"",82%
2017-12-04T11:00:00-07:00 Denver,"",74%,2,25°F,"","",26°F,2_unknown,"",78%
2017-12-04T12:00:00-07:00 Denver,"",69%,2,26°F,"","",27°F,2_unknown,"",75%
2017-12-04T13:00:00-07:00 Denver,"",67%,2,27°F,"","",27°F,2_unknown,"",73%
2017-12-04T14:00:00-07:00 Denver,"",65%,2,28°F,"","",27°F,2_unknown,"",71%
2017-12-04T15:00:00-07:00 Denver,"",63%,2,29°F,"","",28°F,2_unknown,"",69%
2017-12-04T16:00:00-07:00 Denver,"",65%,2,28°F,"","",27°F,2_unknown,"",72%
2017-12-04T16:59:00-07:00 Denver,false,"","","","","","","","",""
2017-12-04T17:00:00-07:00 Denver,"",67%,2,27°F,"","",26°F,2_unknown,false,75%
2017-12-04T18:00:00-07:00 Denver,"",69%,2,26°F,"","",25°F,2_unknown,"",79%
2017-12-04T19:00:00-07:00 Denver,"",73%,2,26°F,"","",25°F,2_unknown,"",81%
2017-12-04T20:00:00-07:00 Denver,"",78%,2,25°F,"","",25°F,2_unknown,"",83%
2017-12-04T21:00:00-07:00 Denver,"",83%,2,25°F,"","",25°F,2_unknown,"",85%
2017-12-04T22:00:00-07:00 Denver,"",84%,2,24°F,"","",24°F,2_unknown,"",88%
2017-12-04T23:00:00-07:00 Denver,"",86%,2,24°F,"","",23°F,2_unknown,"",90%
2017-12-05T00:00:00-07:00 Denver,"",87%,2,23°F,"","",22°F,2_unknown,"",92%
2017-12-05T01:00:00-07:00 Denver,"",88%,2,22°F,"","",22°F,2_unknown,"",91%
2017-12-05T02:00:00-07:00 Denver,"",88%,2,22°F,"","",22°F,2_unknown,"",91%
2017-12-05T03:00:00-07:00 Denver,"",88%,2,21°F,"","",22°F,2_unknown,"",90%
2017-12-05T04:00:00-07:00 Denver,"",89%,2,20°F,"","",21°F,2_unknown,"",90%
2017-12-05T05:00:00-07:00 Denver,"",91%,2,18°F,"","",20°F,2_unknown,"",89%
2017-12-05T06:00:00-07:00 Denver,"",92%,2,17°F,"","",20°F,2_unknown,"",89%
2017-12-05T07:00:00-07:00 Denver,"",92%,2,17°F,"","",19°F,2_unknown,"",88%
2017-12-05T07:37:00-07:00 Denver,"","","","","","","","",true,""
2017-12-05T07:38:00-07:00 Denver,true,"","","","","","","","",""
2017-12-05T08:00:00-07:00 Denver,"",92%,2,16°F,"","",19°F,2_unknown,"",88%
2017-12-05T09:00:00-07:00 Denver,"",92%,2,16°F,"","",19°F,2_unknown,"",88%
2017-12-05T10:00:00-07:00 Denver,"",83%,2,20°F,"","",21°F,2_unknown,"",80%
2017-12-05T11:00:00-07:00 Denver,"",73%,1,24°F,"","",24°F,1_unknown,"",72%
2017-12-05T12:00:00-07:00 Denver,"",63%,1,28°F,"","",27°F,1_unknown,"",64%
2017-12-05T13:00:00-07:00 Denver,"",62%,1,29°F,"","",28°F,1_unknown,"",66%
2017-12-05T14:00:00-07:00 Denver,"",61%,1,29°F,"","",28°F,1_unknown,"",67%
2017-12-05T15:00:00-07:00 Denver,"",60%,1,30°F,"","",28°F,1_unknown,"",69%
2017-12-05T16:00:00-07:00 Denver,"",65%,1,29°F,"","",28°F,1_unknown,"",72%
2017-12-05T16:59:00-07:00 Denver,false,"","","","","","","","",""
2017-12-05T17:00:00-07:00 Denver,"",69%,2,28°F,"","",27°F,2_unknown,false,76%
2017-12-05T18:00:00-07:00 Denver,"",73%,2,27°F,"","",26°F,2_unknown,"",79%
2017-12-05T19:00:00-07:00 Denver,"",77%,2,26°F,"","",26°F,2_unknown,"",82%
2017-12-05T20:00:00-07:00 Denver,"",80%,2,25°F,"","",25°F,2_unknown,"",84%
2017-12-05T21:00:00-07:00 Denver,"",83%,2,25°F,"","",24°F,2_unknown,"",87%
2017-12-05T22:00:00-07:00 Denver,"",84%,2,24°F,"","",23°F,2_unknown,"",89%
2017-12-05T23:00:00-07:00 Denver,"",85%,2,23°F,"","",23°F,2_unknown,"",91%
2017-12-06T00:00:00-07:00 Denver,"",86%,2,21°F,"","",22°F,2_unknown,"",93%
2017-12-06T01:00:00-07:00 Denver,"",88%,2,20°F,"","",21°F,2_unknown,"",94%
2017-12-06T02:00:00-07:00 Denver,"",89%,2,19°F,"","",21°F,4_unknown,"",95%
2017-12-06T03:00:00-07:00 Denver,"",91%,2,18°F,"","",20°F,4_unknown,"",96%
2017-12-06T04:00:00-07:00 Denver,"",92%,2,18°F,"","",19°F,4_unknown,"",96%
2017-12-06T05:00:00-07:00 Denver,"",93%,2,17°F,"","",18°F,4_unknown,"",96%
2017-12-06T06:00:00-07:00 Denver,"",93%,2,16°F,"","",17°F,4_unknown,"",95%
2017-12-06T07:00:00-07:00 Denver,"",93%,2,16°F,"","",16°F,4_unknown,"",95%
2017-12-06T07:38:00-07:00 Denver,"","","","","","","","",true,""
2017-12-06T07:39:00-07:00 Denver,true,"","","","","","","","",""
2017-12-06T08:00:00-07:00 Denver,"",93%,2,15°F,"","",16°F,4_unknown,"",95%
2017-12-06T09:00:00-07:00 Denver,"",94%,2,15°F,"","",16°F,4_unknown,"",95%
2017-12-06T10:00:00-07:00 Denver,"",89%,2,18°F,"","",19°F,4_unknown,"",94%
2017-12-06T11:00:00-07:00 Denver,"",84%,2,22°F,"","",21°F,2_unknown,"",94%
2017-12-06T12:00:00-07:00 Denver,"",80%,2,26°F,"","",24°F,2_unknown,"",93%
2017-12-06T13:00:00-07:00 Denver,"",80%,2,26°F,"","",24°F,2_unknown,"",93%
2017-12-06T14:00:00-07:00 Denver,"",80%,2,27°F,"","",24°F,3_unknown,"",93%
2017-12-06T15:00:00-07:00 Denver,"",80%,2,27°F,"","",24°F,3_unknown,"",93%
2017-12-06T16:00:00-07:00 Denver,"",83%,2,26°F,"","",23°F,3_unknown,"",94%
2017-12-06T16:59:00-07:00 Denver,false,"","","","","","","","",""
2017-12-06T17:00:00-07:00 Denver,"",87%,2,26°F,"","",23°F,4_unknown,false,95%
2017-12-06T18:00:00-07:00 Denver,"",91%,2,25°F,"","",22°F,4_unknown,"",96%
2017-12-06T19:00:00-07:00 Denver,"",88%,2,24°F,"","",23°F,4_unknown,"",94%
2017-12-06T20:00:00-07:00 Denver,"",85%,2,24°F,"","",23°F,2_unknown,"",92%
2017-12-06T21:00:00-07:00 Denver,"",82%,2,23°F,"","",23°F,2_unknown,"",91%
2017-12-06T22:00:00-07:00 Denver,"",82%,2,23°F,"","",22°F,2_unknown,"",91%
2017-12-06T23:00:00-07:00 Denver,"",82%,1,24°F,"","",22°F,2_unknown,"",92%
2017-12-07T00:00:00-07:00 Denver,"",82%,1,24°F,"","",21°F,2_unknown,"",93%
2017-12-07T01:00:00-07:00 Denver,"",83%,1,23°F,"","",21°F,2_unknown,"",93%
2017-12-07T02:00:00-07:00 Denver,"",84%,2,22°F,"","",20°F,2_unknown,"",92%
2017-12-07T03:00:00-07:00 Denver,"",86%,2,21°F,"","",20°F,2_unknown,"",92%
2017-12-07T04:00:00-07:00 Denver,"",86%,2,20°F,"","",20°F,2_unknown,"",91%
2017-12-07T05:00:00-07:00 Denver,"",86%,2,19°F,"","",20°F,2_unknown,"",91%
2017-12-07T06:00:00-07:00 Denver,"",86%,2,19°F,"","",19°F,2_unknown,"",90%
2017-12-07T07:00:00-07:00 Denver,"",86%,2,18°F,"","",19°F,2_unknown,"",89%
2017-12-07T07:39:00-07:00 Denver,"","","","","","","","",true,""
2017-12-07T07:40:00-07:00 Denver,true,"","","","","","","","",""
2017-12-07T08:00:00-07:00 Denver,"",86%,2,17°F,"","",19°F,2_unknown,"",89%
2017-12-07T09:00:00-07:00 Denver,"",87%,2,17°F,"","",19°F,2_unknown,"",88%
2017-12-07T10:00:00-07:00 Denver,"",83%,2,20°F,"","",22°F,2_unknown,"",84%
2017-12-07T11:00:00-07:00 Denver,"",80%,2,23°F,"","",24°F,2_unknown,"",80%
2017-12-07T12:00:00-07:00 Denver,"",77%,2,26°F,"","",27°F,2_unknown,"",76%
2017-12-07T13:00:00-07:00 Denver,"",79%,2,27°F,"","",27°F,2_unknown,"",80%
2017-12-07T14:00:00-07:00 Denver,"",81%,2,27°F,"","",26°F,3_unknown,"",83%
2017-12-07T15:00:00-07:00 Denver,"",83%,2,27°F,"","",26°F,3_unknown,"",87%
2017-12-07T16:00:00-07:00 Denver,"",86%,2,26°F,"","",26°F,3_unknown,"",89%
2017-12-07T16:59:00-07:00 Denver,false,"","","","","","","","",""
2017-12-07T17:00:00-07:00 Denver,"",89%,3,25°F,"","",25°F,3_unknown,false,92%
2017-12-07T18:00:00-07:00 Denver,"",92%,3,25°F,"","",25°F,3_unknown,"",94%
2017-12-07T19:00:00-07:00 Denver,"",87%,3,26°F,"","",26°F,3_unknown,"",91%
2017-12-07T20:00:00-07:00 Denver,"",83%,1,27°F,"","",27°F,1_unknown,"",89%
2017-12-07T21:00:00-07:00 Denver,"",78%,1,29°F,"","",28°F,1_unknown,"",86%
2017-12-07T22:00:00-07:00 Denver,"",80%,1,27°F,"","",26°F,1_unknown,"",86%
2017-12-07T23:00:00-07:00 Denver,"",82%,2,25°F,"","",24°F,2_unknown,"",86%
2017-12-08T00:00:00-07:00 Denver,"",84%,2,23°F,"","",23°F,2_unknown,"",86%
2017-12-08T01:00:00-07:00 Denver,"",84%,2,23°F,"","",24°F,2_unknown,"",85%
2017-12-08T02:00:00-07:00 Denver,"",85%,1,23°F,"","",25°F,1_unknown,"",84%
2017-12-08T03:00:00-07:00 Denver,"",86%,1,23°F,"","",26°F,1_unknown,"",83%
2017-12-08T04:00:00-07:00 Denver,"",87%,1,22°F,"","",25°F,1_unknown,"",82%
2017-12-08T05:00:00-07:00 Denver,"",87%,1,21°F,"","",25°F,1_unknown,"",82%
2017-12-08T06:00:00-07:00 Denver,"",88%,1,20°F,"","",24°F,1_unknown,"",82%
2017-12-08T07:00:00-07:00 Denver,"",87%,1,20°F,"","",24°F,1_unknown,"",82%
2017-12-08T07:40:00-07:00 Denver,"","","","","","","","",true,""
2017-12-08T07:41:00-07:00 Denver,true,"","","","","","","","",""
2017-12-08T08:00:00-07:00 Denver,"",86%,1,20°F,"","",23°F,1_unknown,"",81%
2017-12-08T09:00:00-07:00 Denver,"",86%,1,20°F,"","",22°F,1_unknown,"",81%
2017-12-08T10:00:00-07:00 Denver,"",84%,1,23°F,"","",25°F,1_unknown,"",79%
2017-12-08T11:00:00-07:00 Denver,"",82%,2,25°F,"","",27°F,1_unknown,"",77%
2017-12-08T12:00:00-07:00 Denver,"",80%,2,28°F,"","",30°F,1_unknown,"",74%
2017-12-08T13:00:00-07:00 Denver,"",80%,2,29°F,"","",30°F,1_unknown,"",75%
2017-12-08T14:00:00-07:00 Denver,"",79%,2,30°F,"","",31°F,2_unknown,"",75%
2017-12-08T15:00:00-07:00 Denver,"",79%,2,31°F,"","",31°F,2_unknown,"",76%
2017-12-08T16:00:00-07:00 Denver,"",83%,2,30°F,"","",30°F,2_unknown,"",81%
2017-12-08T16:59:00-07:00 Denver,false,"","","","","","","","",""
2017-12-08T17:00:00-07:00 Denver,"",86%,2,29°F,"","",29°F,2_unknown,false,86%
2017-12-08T18:00:00-07:00 Denver,"",90%,2,28°F,"","",28°F,2_unknown,"",92%
2017-12-08T19:00:00-07:00 Denver,"",87%,2,28°F,"","",29°F,2_unknown,"",91%
2017-12-08T20:00:00-07:00 Denver,"",84%,1,28°F,"","",29°F,1_unknown,"",90%
2017-12-08T21:00:00-07:00 Denver,"",81%,1,28°F,"","",29°F,1_unknown,"",90%
2017-12-08T22:00:00-07:00 Denver,"",82%,1,27°F,"","",28°F,1_unknown,"",89%
2017-12-08T23:00:00-07:00 Denver,"",84%,1,25°F,"","",28°F,1_unknown,"",88%
2017-12-09T00:00:00-07:00 Denver,"",85%,1,24°F,"","",27°F,1_unknown,"",87%
2017-12-09T01:00:00-07:00 Denver,"",86%,1,23°F,"","",27°F,1_unknown,"",87%
2017-12-09T02:00:00-07:00 Denver,"",86%,1,22°F,"","",27°F,1_unknown,"",86%
2017-12-09T03:00:00-07:00 Denver,"",87%,1,22°F,"","",28°F,1_unknown,"",85%
2017-12-09T04:00:00-07:00 Denver,"",86%,1,22°F,"","",26°F,1_unknown,"",84%
2017-12-09T05:00:00-07:00 Denver,"",85%,2,21°F,"","",25°F,2_unknown,"",83%
2017-12-09T06:00:00-07:00 Denver,"",84%,2,21°F,"","",24°F,2_unknown,"",82%
2017-12-09T07:00:00-07:00 Denver,"",85%,2,21°F,"","",24°F,2_unknown,"",79%
2017-12-09T07:41:00-07:00 Denver,"","","","","","","","",true,""
2017-12-09T07:42:00-07:00 Denver,true,"","","","","","","","",""
2017-12-09T08:00:00-07:00 Denver,"",85%,2,20°F,"","",24°F,2_unknown,"",77%
2017-12-09T09:00:00-07:00 Denver,"",86%,2,19°F,"","",23°F,2_unknown,"",75%
2017-12-09T10:00:00-07:00 Denver,"",81%,2,23°F,"","",26°F,2_unknown,"",71%
2017-12-09T11:00:00-07:00 Denver,"",76%,2,27°F,"","",28°F,2_unknown,"",67%
2017-12-09T12:00:00-07:00 Denver,"",71%,2,30°F,"","",31°F,2_unknown,"",64%
2017-12-09T13:00:00-07:00 Denver,"",70%,2,31°F,"","",32°F,2_unknown,"",64%
2017-12-09T14:00:00-07:00 Denver,"",69%,2,32°F,"","",33°F,2_unknown,"",64%
2017-12-09T15:00:00-07:00 Denver,"",68%,2,33°F,"","",34°F,2_unknown,"",64%
2017-12-09T16:00:00-07:00 Denver,"",73%,2,32°F,"","",33°F,2_unknown,"",73%
2017-12-09T16:59:00-07:00 Denver,false,"","","","","","","","",""
2017-12-09T17:00:00-07:00 Denver,"",77%,2,32°F,"","",31°F,2_unknown,false,82%
2017-12-09T18:00:00-07:00 Denver,"",81%,2,31°F,"","",30°F,2_unknown,"",91%
2017-12-09T19:00:00-07:00 Denver,"",78%,2,31°F,"","",30°F,2_unknown,"",90%
2017-12-09T20:00:00-07:00 Denver,"",75%,1,31°F,"","",29°F,2_unknown,"",89%
2017-12-09T21:00:00-07:00 Denver,"",72%,1,31°F,"","",29°F,2_unknown,"",89%
2017-12-09T22:00:00-07:00 Denver,"",74%,1,30°F,"","",29°F,2_unknown,"",88%
2017-12-09T23:00:00-07:00 Denver,"",75%,2,28°F,"","",28°F,2_unknown,"",87%
2017-12-10T00:00:00-07:00 Denver,"",77%,2,26°F,"","",28°F,2_unknown,"",87%
2017-12-10T01:00:00-07:00 Denver,"",78%,2,25°F,"","",27°F,2_unknown,"",85%
2017-12-10T02:00:00-07:00 Denver,"",78%,2,24°F,"","",27°F,2_unknown,"",83%
2017-12-10T03:00:00-07:00 Denver,"",79%,2,23°F,"","",26°F,2_unknown,"",81%
2017-12-10T04:00:00-07:00 Denver,"",79%,2,22°F,"","",26°F,2_unknown,"",79%
2017-12-10T05:00:00-07:00 Denver,"",80%,2,21°F,"","",26°F,2_unknown,"",78%
2017-12-10T06:00:00-07:00 Denver,"",80%,2,21°F,"","",25°F,2_unknown,"",76%
2017-12-10T07:00:00-07:00 Denver,"",80%,2,20°F,"","",25°F,2_unknown,"",74%
2017-12-10T07:41:00-07:00 Denver,"","","","","","","","",true,""
2017-12-10T07:43:00-07:00 Denver,true,"","","","","","","","",""
2017-12-10T08:00:00-07:00 Denver,"",81%,2,20°F,"","",24°F,2_unknown,"",72%
2017-12-10T09:00:00-07:00 Denver,"",81%,2,19°F,"","",24°F,2_unknown,"",71%
2017-12-10T10:00:00-07:00 Denver,"",77%,2,23°F,"","",26°F,2_unknown,"",69%
2017-12-10T11:00:00-07:00 Denver,"",73%,2,26°F,"","",28°F,2_unknown,"",66%
2017-12-10T12:00:00-07:00 Denver,"",69%,2,30°F,"","",30°F,2_unknown,"",64%
2017-12-10T13:00:00-07:00 Denver,"",70%,2,31°F,"","",31°F,2_unknown,"",66%
2017-12-10T14:00:00-07:00 Denver,"",70%,2,32°F,"","",32°F,2_unknown,"",68%
2017-12-10T15:00:00-07:00 Denver,"",71%,2,33°F,"","",33°F,2_unknown,"",70%
2017-12-10T16:00:00-07:00 Denver,"",78%,2,32°F,"","",31°F,2_unknown,"",78%
2017-12-10T16:59:00-07:00 Denver,false,"","","","","","","","",""
2017-12-10T17:00:00-07:00 Denver,"",85%,2,30°F,"","",30°F,4_unknown,false,86%
2017-12-10T18:00:00-07:00 Denver,"",92%,2,28°F,"","",29°F,4_unknown,"",94%
2017-12-10T19:00:00-07:00 Denver,"",93%,2,28°F,"","",28°F,4_unknown,"",95%
2017-12-10T20:00:00-07:00 Denver,"",94%,4,28°F,"","",27°F,7_unknown,"",96%
2017-12-10T21:00:00-07:00 Denver,"",95%,4,27°F,"","",26°F,7_unknown,"",97%
2017-12-10T22:00:00-07:00 Denver,"",91%,4,27°F,"","",26°F,7_unknown,"",95%
2017-12-10T23:00:00-07:00 Denver,"",87%,2,26°F,"","",26°F,2_unknown,"",94%
2017-12-11T00:00:00-07:00 Denver,"",84%,2,25°F,"","",26°F,2_unknown,"",92%
2017-12-11T01:00:00-07:00 Denver,"",83%,2,24°F,"","",25°F,2_unknown,"",89%
2017-12-11T02:00:00-07:00 Denver,"",82%,2,23°F,"","",25°F,2_unknown,"",86%
2017-12-11T03:00:00-07:00 Denver,"",81%,2,22°F,"","",25°F,2_unknown,"",83%
2017-12-11T04:00:00-07:00 Denver,"",80%,2,22°F,"","",25°F,2_unknown,"",81%
2017-12-11T05:00:00-07:00 Denver,"",79%,2,22°F,"","",24°F,2_unknown,"",78%
2017-12-11T06:00:00-07:00 Denver,"",78%,2,21°F,"","",24°F,2_unknown,"",75%
2017-12-11T07:00:00-07:00 Denver,"",77%,2,21°F,"","",24°F,2_unknown,"",73%
2017-12-11T07:42:00-07:00 Denver,"","","","","","","","",true,""
2017-12-11T07:43:00-07:00 Denver,true,"","","","","","","","",""
2017-12-11T08:00:00-07:00 Denver,"",76%,2,21°F,"","",24°F,2_unknown,"",71%
2017-12-11T09:00:00-07:00 Denver,"",76%,2,21°F,"","",24°F,2_unknown,"",70%
2017-12-11T10:00:00-07:00 Denver,"",72%,2,24°F,"","",26°F,2_unknown,"",68%
2017-12-11T11:00:00-07:00 Denver,"",68%,2,27°F,"","",28°F,2_unknown,"",66%
2017-12-11T12:00:00-07:00 Denver,"",64%,2,30°F,"","",29°F,2_unknown,"",64%
2017-12-11T13:00:00-07:00 Denver,"",66%,2,31°F,"","",30°F,2_unknown,"",66%
2017-12-11T14:00:00-07:00 Denver,"",67%,2,32°F,"","",31°F,2_unknown,"",69%
2017-12-11T15:00:00-07:00 Denver,"",69%,2,33°F,"","",32°F,2_unknown,"",71%
2017-12-11T16:00:00-07:00 Denver,"",76%,2,31°F,"","",31°F,2_unknown,"",78%
2017-12-11T16:59:00-07:00 Denver,false,"","","","","","","","",""
2017-12-11T17:00:00-07:00 Denver,"",82%,2,30°F,"","",30°F,2_unknown,false,85%
2017-12-11T18:00:00-07:00 Denver,"",89%,2,29°F,"","",29°F,2_unknown,"",92%
2017-12-11T19:00:00-07:00 Denver,"",88%,2,28°F,"","",28°F,2_unknown,"",90%
2017-12-11T20:00:00-07:00 Denver,"",88%,2,28°F,"","",27°F,2_unknown,"",88%
2017-12-11T21:00:00-07:00 Denver,"",87%,2,27°F,"","",27°F,2_unknown,"",86%
